charge_pump_ua,loop_bw_khz,phase_margin_deg,vco_gain_mhz_v,ref_freq_mhz,lock_time_us
346.7,98.2,62.2,248.2,78.0,38.21
479.3,272.3,32.1,380.2,60.6,89.34
357.8,439.2,50.0,119.5,42.2,26.32
266.2,33.2,55.5,407.1,23.2,24.44
418.1,85.5,77.1,320.6,43.1,75.92
192.7,231.5,59.8,259.3,32.6,7.37
284.1,179.3,56.8,732.3,18.4,16.94
78.5,376.7,56.2,496.7,75.2,18.32
214.8,54.0,61.0,269.2,87.6,24.17
61.2,358.8,36.9,615.5,39.7,28.06
303.0,343.9,62.1,638.8,40.7,11.67
236.1,389.2,51.0,216.1,82.8,10.98
420.0,220.7,40.7,408.3,35.4,68.06
270.4,436.3,32.4,550.6,17.0,18.94
341.7,490.2,58.3,509.8,66.2,31.12
386.6,369.3,37.8,568.5,62.6,45.51
147.3,24.7,43.3,165.6,76.5,51.1
136.0,364.5,32.4,484.1,62.1,20.35
491.4,252.5,67.3,487.6,29.4,92.27
364.5,487.2,35.9,319.0,97.3,37.56
200.0,209.1,78.0,787.9,88.3,14.96
165.6,443.5,46.5,780.1,35.8,9.21
407.5,28.2,74.3,554.1,83.7,88.37
227.4,469.3,65.3,350.5,67.8,10.11
221.0,254.7,72.3,698.3,54.0,20.6
116.5,261.1,33.1,508.5,64.1,17.52
473.9,487.5,75.1,566.2,73.1,91.41
65.1,252.9,71.8,644.5,41.7,29.07
468.6,137.4,77.8,249.5,88.2,92.37
297.1,19.9,67.3,532.2,94.9,66.87
270.5,480.9,65.6,503.0,30.1,17.59
126.9,177.7,52.0,790.7,78.3,14.08
85.9,296.1,77.5,274.8,92.4,24.17
409.6,395.1,37.0,667.6,70.9,57.73
227.5,66.1,44.3,625.8,23.3,16.74
487.8,169.6,45.8,699.5,62.0,95.33
250.5,248.5,76.9,588.5,66.3,19.5
82.6,88.1,61.9,208.4,73.6,25.82
236.3,92.7,45.3,268.9,68.4,21.47
357.3,28.3,77.6,379.6,82.8,76.05
197.5,154.8,34.1,230.3,56.7,13.27
54.3,301.2,62.6,627.0,76.6,21.21
335.1,342.9,55.7,605.8,63.5,20.62
422.0,378.1,67.5,125.5,20.3,58.18
112.4,10.4,78.9,574.9,54.6,122.08
420.0,286.8,33.6,424.4,24.2,66.18
152.6,306.1,50.6,584.2,27.7,11.59
246.0,291.1,66.1,383.9,56.5,9.14
384.9,301.2,33.9,117.2,83.6,54.76
131.0,189.5,53.2,721.0,58.1,10.15
302.5,281.9,43.9,243.7,35.0,19.24
249.6,310.9,59.8,707.3,11.8,5.0
353.4,399.9,62.3,356.1,57.7,24.21
206.8,24.8,66.2,467.7,51.6,35.18
453.7,207.3,66.0,613.2,51.4,80.94
155.4,200.2,46.8,330.3,39.9,7.36
234.2,11.7,71.9,380.4,44.7,93.05
174.3,160.5,40.5,413.1,34.9,20.91
228.8,498.2,75.7,512.9,15.3,5.0
470.3,404.6,31.4,672.1,37.7,91.28
310.2,472.0,41.3,606.5,61.2,18.24
247.0,387.7,76.1,666.6,96.5,24.47
363.1,221.4,34.5,428.8,70.4,38.28
356.0,484.2,35.6,125.5,36.8,30.63
401.3,402.0,61.4,641.2,93.7,49.25
109.6,393.0,33.4,110.4,23.7,21.31
421.0,325.5,57.6,147.3,26.9,58.01
399.4,105.2,71.2,753.3,73.5,59.26
185.8,181.9,31.0,702.5,57.2,15.59
497.1,104.8,64.5,296.8,86.5,102.11
127.9,147.7,35.3,777.8,75.5,19.87
359.7,235.6,62.6,139.8,21.1,29.97
80.4,353.7,51.6,675.0,27.3,18.42
393.0,344.0,73.6,257.0,26.3,48.93
265.2,32.6,56.9,308.7,24.4,30.65
238.3,98.8,59.5,142.4,94.8,10.91
245.0,336.1,49.7,253.6,79.1,7.45
388.3,270.4,36.7,348.5,16.3,44.58
375.2,475.2,32.8,625.0,14.1,49.88
370.9,115.8,61.6,693.2,27.8,43.94
385.5,110.9,61.1,585.1,35.4,51.22
145.9,403.3,78.3,732.3,29.3,19.42
357.4,207.2,36.2,486.5,15.8,49.63
243.8,291.4,71.0,364.6,55.5,15.79
341.6,152.1,56.9,630.2,71.9,25.62
482.8,376.8,46.6,398.0,12.5,80.31
238.5,215.9,77.0,492.9,20.5,14.29
343.8,473.5,66.0,243.8,13.1,26.86
315.6,31.6,72.8,513.0,68.1,54.04
265.1,214.0,76.6,260.2,45.9,19.43
201.0,107.3,46.3,623.9,91.2,12.7
311.6,388.7,69.6,216.4,73.6,21.54
478.1,66.4,38.8,424.8,26.0,101.82
59.8,122.8,52.2,669.2,63.0,35.47
290.7,493.5,56.2,489.8,77.7,8.18
107.3,54.6,74.5,479.1,44.2,34.66
202.6,251.5,65.9,615.7,62.6,10.45
232.9,51.9,33.7,139.7,72.1,32.51
138.4,143.0,32.1,114.1,15.5,28.66
424.6,287.1,36.9,562.5,82.4,71.4
240.8,264.7,68.9,173.3,24.4,10.95
367.8,191.4,54.9,315.4,20.5,36.22
265.8,105.0,59.5,123.0,12.3,14.24
110.6,256.2,67.1,348.2,65.3,8.52
328.4,491.5,72.5,384.3,67.4,23.36
176.9,349.4,56.7,196.7,51.6,6.19
216.8,399.9,37.0,210.5,94.8,21.13
473.6,180.2,63.7,332.6,84.0,71.4
444.2,41.6,66.6,478.3,71.6,84.51
188.2,267.5,70.2,668.0,26.3,6.05
342.9,100.4,68.9,219.0,12.7,38.18
285.4,215.2,68.5,146.4,99.2,23.22
294.4,493.3,55.2,745.2,13.9,14.39
486.6,33.4,59.6,123.4,52.3,100.68
101.0,202.4,70.9,756.4,15.8,23.81
67.5,48.4,65.4,516.8,71.5,36.81
139.0,150.6,56.1,373.5,88.7,11.88
366.4,157.7,78.1,643.9,84.6,49.96
406.2,119.4,67.1,391.7,65.3,56.34
133.5,402.3,50.1,230.5,59.3,5.0
426.7,246.6,61.3,676.1,38.0,56.64
207.0,173.1,36.7,323.4,27.1,13.07
221.8,367.4,45.9,797.4,64.0,5.0
163.3,225.6,66.9,759.1,48.3,11.84
355.4,208.0,64.9,724.3,77.9,24.84
468.2,109.7,56.9,114.6,75.5,80.35
149.1,113.1,64.4,502.3,28.4,18.66
398.9,145.1,53.6,601.4,12.8,50.11
378.5,84.9,69.2,679.4,23.7,52.54
100.1,53.2,71.9,722.3,17.0,34.15
73.4,310.5,78.7,148.9,29.0,28.42
296.4,339.2,33.9,278.5,33.3,18.36
82.1,166.6,30.6,232.3,40.7,33.89
197.2,282.2,55.9,329.0,24.7,15.12
467.9,393.6,47.4,446.4,12.3,72.65
140.5,455.5,79.1,329.4,61.5,21.66
498.1,435.9,38.3,242.1,46.1,100.17
496.9,328.9,49.3,540.1,45.5,85.95
213.3,255.1,41.4,579.0,66.1,5.0
126.2,43.4,35.0,459.2,54.5,36.8
54.1,133.1,68.8,479.6,12.7,30.65
378.7,453.5,37.9,345.9,44.4,41.82
412.3,61.3,61.8,699.3,27.3,63.47
213.0,416.2,55.7,677.8,71.2,5.0
421.3,487.0,69.6,227.8,36.7,61.69
117.2,375.5,57.2,249.0,65.1,7.08
282.0,38.8,76.0,583.6,17.0,48.4
170.6,312.2,36.0,572.1,35.5,15.95
354.8,244.5,32.1,455.8,97.4,35.21
257.6,139.6,68.6,147.5,69.5,19.51
126.4,317.8,56.8,295.6,97.1,10.63
160.6,71.6,40.1,515.8,15.6,22.53
314.5,226.3,49.6,197.9,32.5,18.94
91.1,459.1,54.4,487.2,59.2,15.84
490.2,450.1,78.2,586.8,76.5,99.15
211.7,307.3,56.1,524.5,39.0,5.0
407.5,123.6,64.4,582.8,55.8,56.03
432.1,87.2,54.0,228.3,57.3,60.44
212.5,134.9,33.7,325.4,32.1,17.1
90.7,318.6,46.3,757.6,50.1,25.47
439.8,496.4,73.9,249.3,21.6,70.57
199.1,292.9,34.7,236.1,99.3,10.88
109.6,255.5,37.3,304.2,18.4,21.73
258.7,117.4,72.5,412.3,14.7,22.99
179.7,209.2,52.9,652.1,29.8,6.87
375.1,493.6,41.0,230.5,72.2,44.06
311.5,216.3,36.0,260.0,73.0,22.84
160.1,253.6,33.5,558.3,71.5,12.68
148.2,76.7,56.4,788.2,93.7,18.88
88.1,159.5,44.2,322.9,72.1,32.34
448.4,17.8,54.8,648.0,37.1,119.79
388.1,330.1,76.0,357.3,75.7,48.96
103.7,100.6,32.5,702.9,56.9,31.73
194.3,102.4,42.0,456.4,88.3,16.28
90.7,147.5,46.1,741.3,46.8,19.01
76.5,353.4,76.4,611.7,68.8,30.3
179.2,102.6,42.4,564.3,99.8,16.4
108.6,429.3,42.2,338.1,55.1,17.44
167.0,242.9,52.1,689.7,68.9,5.0
464.1,165.2,39.0,142.6,44.5,81.18
175.0,198.5,59.7,407.2,28.5,7.04
69.2,282.9,43.9,759.0,97.8,30.9
157.2,204.5,40.7,542.3,67.1,17.5
196.1,449.7,35.6,230.3,28.2,9.28
118.1,274.2,44.2,661.1,51.3,12.82
57.1,97.0,76.2,182.6,62.9,37.25
105.4,246.9,47.6,686.4,93.0,18.68
90.6,458.5,72.2,178.6,80.8,21.97
408.1,163.4,52.3,655.8,48.2,59.18
381.1,255.2,38.1,747.2,53.7,53.12
391.6,223.8,32.8,339.2,69.1,55.49
230.1,317.0,79.7,638.9,65.9,7.42
207.7,422.7,68.8,705.5,87.9,13.25
323.2,200.1,53.1,134.9,82.1,23.1
241.4,365.6,55.4,728.8,44.6,5.0
246.4,117.6,67.5,186.2,21.6,17.01
480.3,106.2,41.1,731.5,42.2,90.59
412.9,54.1,49.9,575.1,23.1,72.03
238.3,239.4,67.6,120.7,14.3,5.0
107.7,468.3,68.3,366.0,85.5,12.81
126.0,156.7,50.5,563.8,86.0,19.35
295.7,177.2,79.9,661.0,74.2,24.53
289.5,234.2,55.5,709.8,45.4,17.88
464.4,42.2,77.8,425.7,87.0,98.71
264.9,117.6,37.3,712.9,77.7,17.11
457.9,421.9,34.5,612.4,59.7,81.76
231.2,209.7,60.2,189.1,44.1,5.0
97.0,405.2,69.6,146.6,73.8,14.58
187.8,191.3,56.6,536.7,65.6,5.0
190.2,201.0,64.7,565.6,55.2,9.0
192.3,244.8,32.1,420.4,90.6,19.48
150.3,233.9,37.0,233.4,43.7,13.5
471.2,365.4,79.3,449.5,48.6,90.43
140.0,496.0,51.2,267.4,61.8,5.0
170.8,95.5,58.1,409.2,74.3,16.14
499.5,231.1,45.1,103.1,21.3,98.59
369.9,326.6,52.0,191.4,16.0,29.49
285.0,70.0,40.2,710.9,33.9,28.81
283.2,230.2,53.0,752.0,19.1,18.15
157.6,366.1,44.4,244.7,11.2,7.77
383.7,237.7,45.2,429.7,97.7,31.4
209.2,25.3,55.9,233.8,12.6,35.42
181.5,404.7,63.2,645.7,63.2,5.0
404.8,479.2,39.3,478.4,73.7,53.78
339.4,57.5,76.4,302.2,98.7,47.19
323.6,39.7,34.7,172.7,24.1,53.91
412.9,195.1,48.1,315.2,96.6,64.75
226.6,408.4,36.9,316.1,60.3,8.13
256.1,81.1,52.7,306.4,34.4,15.5
388.0,65.5,43.8,681.3,29.3,62.06
443.3,52.0,44.8,487.7,98.2,81.53
299.8,342.3,33.1,747.4,63.4,18.84
310.9,235.5,47.6,760.4,34.4,17.21
87.0,490.6,42.2,143.5,68.1,17.88
435.2,466.0,32.2,709.9,41.1,68.01
62.7,234.6,52.9,730.1,47.6,16.5
373.7,483.9,76.6,324.0,86.2,48.4
352.0,190.7,61.5,562.9,94.9,38.17
91.0,245.8,30.0,180.7,84.0,22.14
238.3,172.5,74.4,703.6,31.7,13.0
488.7,23.9,33.5,131.3,17.9,133.21
391.6,72.2,67.8,448.8,14.9,56.11
498.3,211.3,57.7,723.4,53.6,100.08
213.9,494.9,52.1,730.2,98.6,6.22
341.4,140.6,32.4,446.8,27.4,41.1
468.0,438.7,39.8,475.5,51.4,74.3
490.3,71.2,66.7,385.4,90.4,99.08
178.4,159.7,76.2,326.8,19.3,26.15
490.9,69.7,62.8,342.8,26.5,106.96
104.6,211.9,30.2,261.7,61.5,35.61
189.1,102.3,76.4,317.5,81.4,22.61
358.3,160.8,77.9,505.0,83.6,42.73
142.6,393.4,74.7,654.8,52.3,17.68
224.1,389.6,41.8,201.6,54.9,11.41
102.6,231.7,37.6,361.9,68.9,17.6
377.0,252.1,79.6,674.6,89.4,53.52
426.3,293.0,72.0,587.4,32.1,63.45
203.8,17.4,31.0,317.0,17.0,71.25
254.3,11.0,73.2,360.1,62.8,102.35
156.0,343.4,77.8,418.0,44.2,16.68
126.9,82.6,66.7,312.9,12.1,25.09
153.2,323.2,56.5,714.1,57.6,5.0
436.5,399.4,46.5,620.6,32.1,66.14
367.4,436.7,77.7,238.9,33.7,44.34
475.3,282.8,73.5,798.6,32.7,89.2
336.6,327.8,71.3,694.1,19.2,30.16
407.5,149.2,35.1,108.9,74.0,61.93
69.0,112.9,52.1,396.1,27.0,27.06
387.8,108.1,46.6,341.2,81.0,45.85
392.1,204.2,44.1,476.4,39.1,40.95
84.3,82.8,45.1,192.7,80.1,32.6
332.5,180.3,34.4,225.4,72.3,35.69
344.8,12.1,56.7,161.5,97.2,100.76
376.8,250.7,57.2,420.1,85.1,37.87
470.1,449.8,55.0,571.1,54.0,70.39
265.5,466.5,79.9,494.6,49.6,21.33
99.2,126.6,59.5,757.1,18.3,20.23
120.7,28.6,48.1,617.6,87.6,48.78
147.2,79.7,51.1,788.9,16.8,12.44
206.8,278.6,72.0,574.9,34.3,7.92
260.1,118.4,47.4,416.3,95.2,17.18
460.4,36.5,40.8,348.8,42.5,103.72
427.1,20.3,62.1,347.6,30.3,105.64
99.8,332.7,35.6,118.3,21.2,21.63
115.1,161.3,74.8,233.0,19.2,21.92
307.6,423.4,52.8,406.2,53.1,17.7
162.2,87.5,74.1,369.4,66.8,20.76
103.8,62.4,38.1,410.1,94.6,35.19
122.7,90.8,35.3,523.0,83.6,34.21
451.0,164.3,67.4,697.9,82.6,82.85
239.4,387.5,59.0,280.2,84.1,9.01
129.7,62.1,60.1,327.2,68.4,20.64
53.8,281.8,73.6,450.2,87.4,35.37
203.8,239.9,73.7,141.4,37.1,17.3
108.0,281.1,54.3,121.5,84.3,10.81
217.1,437.4,44.2,579.7,90.7,5.88
309.3,132.1,31.5,115.9,45.2,27.84
146.5,233.6,68.6,589.0,50.0,6.69
82.3,375.1,45.1,634.5,75.1,16.76
322.5,153.1,48.0,686.8,29.7,18.19
233.7,135.5,43.0,251.9,27.2,12.67
154.2,462.5,78.0,455.3,34.6,21.11
403.7,93.1,72.2,666.9,29.7,64.2
430.8,73.4,44.0,352.2,96.2,70.17
304.9,98.0,41.6,234.4,28.6,27.88
398.7,17.9,65.2,529.1,23.8,91.41
67.2,135.6,70.5,388.4,49.6,40.53
431.5,427.0,35.1,410.7,55.0,63.64
197.7,151.8,56.0,180.9,42.6,5.46
76.1,53.9,78.7,421.8,55.1,41.69
389.8,19.3,34.1,423.9,89.5,102.99
332.2,144.9,36.3,483.4,36.9,31.43
128.5,273.9,76.6,291.3,96.9,26.11
217.4,17.6,75.5,197.8,45.6,67.2
151.4,278.3,56.7,459.1,34.7,5.0
101.5,210.9,67.7,434.3,47.7,16.15
82.0,235.7,77.2,642.1,56.6,29.81
192.7,17.1,44.6,130.8,20.6,52.54
374.9,319.3,66.0,355.5,22.4,50.12
113.7,258.4,67.4,499.8,67.2,8.9
477.0,28.9,31.1,476.0,44.2,121.47
156.2,49.5,31.9,354.8,65.6,35.09
366.9,426.1,34.5,588.9,97.3,36.49
145.0,493.5,54.0,788.2,82.7,5.0
392.5,123.9,34.2,210.1,56.4,59.69
184.0,464.9,32.2,384.4,63.9,18.42
326.2,324.1,61.2,636.7,50.9,25.21
170.2,259.2,30.7,206.6,51.2,15.91
372.7,304.5,37.5,643.6,45.9,35.82
211.2,247.8,65.5,458.7,52.7,11.15
393.1,87.7,73.4,275.3,40.4,66.48
223.6,167.2,36.5,303.7,63.9,8.55
96.6,322.8,55.6,657.1,10.7,15.21
408.2,431.9,42.2,787.6,99.7,52.18
326.7,138.5,33.7,281.0,45.6,35.53
397.1,138.4,44.5,576.0,51.1,46.9
459.3,87.8,55.5,659.3,39.0,80.65
291.6,227.9,50.2,257.2,46.4,11.77
420.2,89.5,47.3,319.0,90.8,71.4
312.2,301.5,64.1,771.1,43.3,18.66
394.0,268.0,40.6,604.8,13.6,43.66
204.5,480.3,71.1,759.7,17.8,11.32
156.4,154.6,36.8,710.7,54.6,20.65
183.7,37.8,50.5,346.8,15.7,30.28
416.1,210.1,40.7,168.5,74.2,66.34
376.4,276.7,46.1,481.1,12.4,34.34
496.4,465.4,69.5,246.5,23.8,97.13
215.8,39.5,59.0,366.4,49.9,17.46
162.1,459.6,37.6,379.2,21.7,10.08
182.7,296.1,63.6,152.0,18.3,5.0
76.0,299.5,52.2,264.6,47.2,20.78
201.6,71.3,77.6,382.6,93.2,19.13
176.0,124.7,52.3,272.0,54.8,19.53
327.9,104.8,55.7,370.6,95.2,27.82
127.2,204.7,43.7,241.4,89.5,17.85
283.1,86.6,57.9,782.2,39.2,21.64
124.4,469.1,68.3,637.3,94.7,15.41
154.0,372.1,49.1,702.2,24.7,16.15
91.3,154.6,44.9,544.2,14.9,29.65
184.9,30.8,66.2,345.0,19.0,37.61
78.4,363.1,71.7,586.5,86.1,26.0
274.0,237.6,35.3,299.0,90.0,13.88
228.1,235.6,69.1,754.0,94.3,13.13
55.3,340.1,43.9,483.5,98.9,30.05
365.6,280.7,42.3,281.3,82.5,34.01
279.9,258.3,33.2,138.4,85.1,24.45
337.9,96.4,54.6,185.5,85.6,30.87
335.3,390.8,40.7,138.3,55.5,33.45
118.7,238.1,72.5,107.0,24.5,15.07
63.9,312.5,37.2,371.8,35.2,25.15
63.6,462.1,69.4,273.0,71.2,27.55
443.3,472.4,73.3,446.7,38.7,71.16
276.6,122.1,41.9,269.8,67.9,17.5
475.0,252.6,78.1,760.7,18.2,86.68
85.8,56.3,35.8,133.1,18.6,42.6
161.7,111.8,45.4,317.2,81.3,14.61
143.3,426.3,51.6,316.5,64.7,5.0
161.3,414.6,45.1,732.3,74.0,9.74
401.7,257.5,64.2,119.5,15.6,47.48
302.7,93.0,40.6,543.6,87.5,25.91
329.4,336.7,53.1,277.9,66.7,30.34
193.9,67.7,70.3,564.9,99.0,20.43
409.0,451.0,37.0,229.1,35.2,56.46
366.9,76.3,36.6,515.2,12.7,48.49
172.7,249.7,76.0,627.2,15.0,18.66
411.9,402.6,45.7,305.2,32.9,47.81
478.2,256.7,48.8,340.5,77.8,86.48
416.6,35.6,48.1,401.1,40.4,74.79
425.7,362.1,60.0,246.1,35.4,61.86
241.0,154.6,78.5,713.4,30.0,19.0
195.4,43.6,62.4,408.2,66.3,19.36
257.7,381.7,61.5,317.4,77.4,14.66
222.8,254.2,69.2,116.1,15.2,11.01
470.8,104.6,67.3,125.0,41.3,92.27
123.9,495.9,69.0,703.3,21.6,22.09
464.6,107.0,61.4,153.1,22.6,77.32
479.4,334.7,77.8,172.6,76.0,97.36
357.9,450.3,76.7,753.7,31.4,38.01
164.1,227.9,37.3,777.3,21.7,13.62
95.6,269.3,57.2,735.3,24.8,13.31
353.2,383.7,53.7,592.9,18.7,27.28
83.3,367.9,74.3,348.4,24.3,21.79
133.9,207.8,34.7,186.3,11.8,15.91
262.8,12.2,43.6,684.8,43.6,94.54
341.3,192.4,38.6,461.6,16.1,38.05
156.6,468.2,62.8,398.0,19.2,9.32
207.8,360.2,67.1,208.4,98.3,14.72
485.7,270.5,50.4,469.8,75.5,92.95
415.8,473.1,75.5,285.6,52.6,56.34
389.5,51.4,35.2,485.6,48.7,66.24
202.8,490.5,78.2,118.4,99.6,13.1
202.4,483.9,34.6,574.6,75.1,6.97
350.4,201.5,66.4,461.9,41.5,36.91
287.8,192.1,50.1,295.4,19.5,15.29
93.3,245.6,51.2,266.9,45.4,14.49
56.1,177.7,73.4,139.3,47.8,34.25
484.9,334.4,44.7,196.4,21.0,95.49
440.7,19.4,79.4,521.3,40.0,119.48
400.4,264.9,38.1,455.1,37.4,49.4
84.1,475.9,72.3,106.6,63.0,17.82
87.5,186.3,73.7,236.7,75.6,28.35
382.9,336.5,38.0,134.5,98.1,43.56
437.4,377.0,63.2,561.1,19.2,59.17
330.2,282.9,73.7,376.0,18.1,31.53
480.5,258.2,36.7,391.2,95.5,93.45
386.9,62.0,37.6,659.5,49.9,67.82
376.8,56.7,78.8,756.6,25.2,55.76
67.2,66.7,59.6,406.6,38.9,37.41
482.0,376.8,74.7,188.7,56.2,86.67
326.7,468.8,67.5,215.0,27.5,15.81
382.4,495.0,53.7,289.0,20.2,37.64
273.4,418.6,42.0,583.2,81.5,14.22
330.3,265.3,44.4,480.7,52.9,36.77
253.9,287.2,69.0,275.9,59.2,12.57
106.6,178.6,60.9,144.4,85.4,13.39
474.8,42.5,56.7,579.5,28.7,100.73
347.8,90.0,59.6,211.9,31.3,33.74
126.7,408.4,52.5,362.0,64.8,15.63
145.5,284.4,48.5,548.2,17.6,15.43
120.4,405.4,50.9,499.3,67.5,8.42
78.4,48.7,45.1,648.1,82.6,48.44
479.6,491.3,50.5,735.2,44.2,84.32
104.8,230.6,69.7,409.3,38.3,8.78
280.8,322.1,40.7,215.4,81.0,19.87
144.7,228.4,74.4,166.4,11.1,13.21
179.9,157.3,66.2,635.5,57.6,15.08
357.8,58.5,42.8,367.3,14.1,44.9
379.8,43.3,49.8,635.4,53.6,63.47
160.4,370.8,43.7,132.3,90.1,14.43
160.0,475.9,36.2,376.1,67.8,11.96
369.7,498.6,41.9,575.9,12.7,40.41
331.1,184.8,71.6,346.9,82.6,34.27
470.3,356.6,79.3,144.7,35.8,81.37
423.9,200.1,42.5,664.2,61.6,64.72
83.1,213.5,61.1,442.4,68.5,15.55
326.6,453.5,77.9,472.4,86.3,29.82
82.9,131.9,47.6,449.3,20.6,33.0
200.5,138.0,79.5,752.3,20.4,21.41
112.2,332.0,49.1,569.9,40.2,13.02
125.2,14.6,50.7,110.0,80.2,71.04
476.3,300.6,58.7,617.2,77.5,90.23
422.7,352.0,42.6,754.9,40.8,60.29
79.9,348.7,41.3,718.7,19.1,13.05
466.2,227.1,41.3,121.4,20.6,75.55
455.8,53.8,37.3,423.1,48.7,84.09
90.9,275.0,49.5,603.7,45.0,19.34
300.5,203.6,46.3,195.2,78.1,21.22
198.2,431.5,34.6,722.1,39.6,17.46
482.6,55.3,53.8,614.5,30.0,98.51
320.3,380.6,74.7,102.3,84.9,26.52
79.0,449.7,35.0,144.6,93.2,23.8
270.7,256.6,47.9,192.9,12.5,18.3
276.1,385.4,45.9,742.1,70.3,10.27
209.9,88.6,44.1,321.1,29.5,21.0
310.0,291.1,32.2,367.5,14.7,27.32
457.3,161.7,67.4,193.1,65.6,77.27
433.0,116.5,49.7,261.6,57.2,67.21
380.6,250.6,54.5,385.9,80.5,39.38
294.1,406.9,32.8,488.3,58.6,11.86
56.2,155.0,56.7,518.7,11.9,31.05
428.6,233.4,43.9,227.5,80.7,62.45
69.3,346.2,65.5,625.7,90.5,14.84
262.9,441.3,75.4,278.1,81.8,7.7
177.5,12.7,40.4,434.1,68.9,79.85
91.4,444.1,40.7,202.1,63.6,14.21
397.1,449.0,31.1,560.4,30.2,56.15
161.6,65.9,32.8,259.8,84.6,35.52
296.5,114.4,35.7,554.1,23.8,27.56
305.2,454.6,46.3,115.8,39.5,18.85
162.6,98.7,59.8,108.1,78.7,9.31
345.4,226.6,67.5,674.5,35.6,30.97
445.6,260.0,38.3,638.7,44.4,69.6
115.9,436.3,50.9,128.5,86.4,13.74
454.9,114.7,78.0,422.6,85.9,91.84
324.1,108.6,35.9,115.4,34.5,36.23
270.5,268.5,37.8,420.8,42.5,21.2
471.5,66.3,78.1,294.4,23.6,107.42
85.8,111.8,30.7,772.4,56.0,42.21
258.1,128.6,75.7,207.7,11.7,26.46
228.2,371.4,74.8,437.2,71.7,15.55
341.5,263.9,32.2,623.1,57.1,30.86
207.4,108.7,61.8,450.8,66.7,12.53
97.7,83.8,32.1,234.9,71.4,34.21
471.8,115.9,71.5,204.0,43.6,89.08
331.8,54.1,64.8,284.0,98.2,44.0
99.9,346.4,57.8,489.3,96.7,18.03
470.6,101.7,37.1,379.5,86.3,92.41
282.5,35.4,35.5,103.6,35.8,46.44
493.6,64.0,77.2,782.9,34.1,120.2
104.7,166.9,57.6,657.7,86.4,19.8
316.4,319.4,77.1,304.2,74.1,33.79
191.7,374.3,36.3,665.7,27.5,5.0
252.2,174.0,43.9,755.3,50.4,11.95
488.8,319.9,69.4,303.4,97.4,99.3
348.3,460.4,68.9,501.9,58.9,38.65
302.7,260.5,70.0,235.5,78.0,22.33
374.8,228.6,50.8,272.2,33.5,38.69
469.9,334.3,56.1,324.1,83.2,79.6
144.4,372.0,50.8,624.3,14.9,13.01
238.7,44.3,36.5,222.4,64.8,28.16
105.5,490.2,30.5,362.5,67.7,25.76
410.3,120.3,42.1,312.5,39.0,59.2
466.2,432.9,78.8,367.0,77.4,82.6
383.0,196.9,65.3,756.3,69.4,49.93
54.4,246.5,48.8,305.7,40.1,34.23
172.0,493.5,78.0,189.1,86.5,8.83
177.2,375.0,34.8,256.8,69.1,5.0
77.0,57.6,34.4,756.4,70.4,52.73
83.5,83.4,67.7,386.8,20.6,33.0
117.2,406.8,34.6,746.3,60.3,24.48
92.7,290.0,66.9,606.7,49.7,22.98
160.3,72.0,76.8,301.7,46.4,19.98
250.1,146.3,53.5,763.8,61.2,5.0
115.1,354.2,73.7,281.6,37.9,16.11
235.1,49.5,35.9,656.3,49.3,31.06
409.2,131.5,47.2,396.9,66.1,62.31
324.5,14.7,60.1,393.6,97.7,86.76
355.6,392.2,79.4,327.3,44.6,37.52
346.1,129.3,72.0,380.8,36.8,35.44
480.4,20.6,53.1,284.3,47.9,131.14
137.7,391.0,63.0,772.6,10.5,15.99
418.5,89.9,73.4,456.0,77.1,72.35
125.4,283.0,38.9,665.6,39.1,14.04
163.0,345.3,43.3,208.1,93.8,5.0
370.3,328.7,66.5,716.8,40.0,39.27
332.4,210.8,67.7,420.5,22.8,34.47
478.5,142.7,80.0,266.4,79.9,101.98
409.7,21.9,56.9,704.4,36.6,85.28
331.3,31.7,33.1,332.4,95.1,64.9
180.8,477.0,71.5,169.1,64.4,11.81
91.9,117.0,43.7,317.4,30.6,27.06
388.5,277.1,53.2,163.9,36.3,38.76
286.6,453.2,33.3,149.2,73.9,25.72
315.9,487.6,77.0,313.3,81.8,26.54
168.9,185.2,34.8,325.7,77.5,20.76
402.2,446.3,71.1,651.5,23.3,57.23
198.2,447.8,75.6,751.1,22.1,14.92
208.8,427.5,31.3,261.4,80.6,13.37
456.2,331.4,48.6,496.5,39.3,76.59
385.2,213.8,57.3,242.8,33.8,45.82
322.6,437.2,69.9,649.7,86.8,15.36
433.9,393.6,64.3,586.5,95.9,71.72
136.4,489.1,46.1,243.4,93.0,18.32
469.8,178.3,70.9,293.2,98.8,87.77
380.6,371.1,41.3,428.7,40.9,42.98
51.7,59.6,76.9,795.1,61.0,57.43
398.3,262.7,58.7,798.3,84.5,47.73
279.0,381.1,68.0,546.5,30.5,6.13
134.5,243.4,77.3,780.6,74.3,16.35
249.5,410.5,68.8,363.9,12.1,9.23
408.1,352.6,51.6,748.5,61.0,48.22
288.0,497.8,72.7,229.7,14.2,9.9
108.5,356.9,69.3,102.1,44.3,18.51
254.5,274.3,33.7,280.0,17.5,14.49
76.3,423.5,58.0,683.5,76.2,17.43
348.6,434.7,44.9,686.6,37.7,29.71
115.7,423.9,74.6,737.4,54.0,26.62
361.1,177.8,43.2,509.6,74.5,40.12
356.8,49.4,70.1,567.4,18.5,50.99
469.2,273.4,66.8,127.7,11.0,87.17
86.1,246.2,50.0,526.2,23.6,11.49
